Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence
475,DENETHOR,"What you judged to be right!  You sent the Ring of power into Mordor in     the hands of a witless Halfling!  It should have been brought back to the     citadel to be kept safe. Hidden.  Dark and deep in the vaults' not to be     used.  ,      unless, at the uttermost end of need. ",The Return of the King ,283.0,53.0,NEGATIVE,0.9991772770881653
476,FARAMIR,I would not use the Ring.  Not if Minas Tirith were falling in ruin and     I alone could save her.  ,The Return of the King ,101.0,20.0,NEGATIVE,0.9983515739440918
477,DENETHOR,Ever you desire to appear lordly and gracious as a King of old.       Boromir would have remembered his father's need.   He would have brought me     a kingly gift ,The Return of the King ,164.0,28.0,POSITIVE,0.9982776641845703
478,FARAMIR, Boromir would not have brought the Ring.   He would have stretched     out his hand to this thing and taking it he would have fallen.   ,The Return of the King ,137.0,24.0,NEGATIVE,0.9972925782203674
479,DENETHOR,"And why should your songs be unfit for my halls?  Come, sing me a song.      ",The Return of the King ,77.0,15.0,NEGATIVE,0.9679306745529175
480,PIPPIN,"Home is behind, The world ahead, ,  And     there are many paths to tread, Through shadow, to the edge of night    ,      Until the stars are all alight. ,  Mist and shadow     cloud and shade, All shall fade, All shall , 'fade.      ",The Return of the King ,234.0,42.0,NEGATIVE,0.8968771696090698
481,ORCS,"March, march!   March, march march!   ",The Return of the King ,38.0,5.0,POSITIVE,0.9981903433799744
482,GANDALF VOICEOVER,...somewhere in the wilderness.           ,The Two Towers ,42.0,4.0,NEGATIVE,0.9004366397857666
483,SAM,I wonder if we'll ever be put into songs or tales.    ,The Two Towers ,54.0,11.0,NEGATIVE,0.9831598401069641
484,FRODO,What?           ,The Two Towers ,16.0,1.0,NEGATIVE,0.9936370849609375
485,SAM,"I wonder if people will ever say,      ""Let's hear about Frodo and the Ring.""      And they'll say,      ""Yes! That's one of my favourite stories.""      ""Frodo was really courageous, wasn't he, Dad? ""      ""Yes, my boy. ,The most famousest of Hobbits.      And that's saying a lot."",     ",The Two Towers ,288.0,45.0,POSITIVE,0.9997414946556091
486,FRODO,"Well, you've left out one of the chief characters:      ""Samwise the Brave.""      I want to hear more about Sam.           ",The Two Towers ,123.0,19.0,NEGATIVE,0.9881128668785095
487,FRODO,Frodo wouldn't have got far      without Sam.           ,The Two Towers ,56.0,7.0,POSITIVE,0.9612616896629333
488,SAM,"Now, Mr. Frodo, you shouldn't make fun. I was being serious.            ",The Two Towers ,72.0,11.0,NEGATIVE,0.9969186782836914
489,FRODO,"So was l. ,     ",The Two Towers ,16.0,4.0,POSITIVE,0.9470864534378052
490,SAM,"""Samwise the Brave.""     ",The Two Towers ,25.0,3.0,POSITIVE,0.99946528673172
491,FRODO,Smeagol?           ,The Two Towers ,19.0,1.0,NEGATIVE,0.985566258430481
492,SAM,"We're not going to wait for you. Come on.,     ",The Two Towers ,47.0,9.0,POSITIVE,0.9993533492088318
493,SMEAGOL,"Master. Master looks after us. ,Master wouldn't hurt us.           ",The Two Towers ,67.0,9.0,POSITIVE,0.9995074272155762
494,GOLLUM,Master broke his promise.           ,The Two Towers ,36.0,4.0,POSITIVE,0.9923551082611084
495,SMEAGOL,"Don't ask Smeagol. Poor, poor Smeagol.           ",The Two Towers ,49.0,6.0,NEGATIVE,0.9994626641273499
496,GOLLUM,"Master betrayed us. Wicked. Tricksy. False. ,We ought to wring his filthy little neck.,Kill him! Kill him! Kill them both! ,And then we take the precious......and we be the master!           ",The Two Towers ,191.0,30.0,NEGATIVE,0.9951436519622803
497,DENETHOR,You know nothing of this matter! ,The Return of the King ,33.0,6.0,NEGATIVE,0.99825519323349
498,FARAMIR,He would have kept it for his own.  And when he returned you would not     have known your son.  ,The Return of the King ,97.0,19.0,NEGATIVE,0.9967842102050781
499,DENETHOR,      Boromir was loyal to me!   Not some wizard's pupil. ,The Return of the King ,58.0,9.0,NEGATIVE,0.9942276477813721
500,FARAMIR,Father?  ,The Return of the King ,9.0,1.0,NEGATIVE,0.9388366937637329
501,DENETHOR,"My son!  ,  Leave me!  ",The Return of the King ,23.0,5.0,NEGATIVE,0.9026276469230652
502,GOLLUM,Careful master!  Careful.   Very far to fall.  Very dangerous are the     stairs.   ,The Return of the King ,84.0,12.0,NEGATIVE,0.9786880016326904
503,GOLLUM,Come master.   ,The Return of the King ,15.0,2.0,POSITIVE,0.9997766613960266
504,GOLLUM,Come to Smeagol. ,The Return of the King ,17.0,3.0,POSITIVE,0.6726441383361816
505,SAM,"Mr Frodo!  , Get back     you!  Don't touch him.   ",The Return of the King ,51.0,9.0,NEGATIVE,0.9919575452804565
506,GOLLUM,"Why does he hates poor Smeagol?  What has Smeagol ever done to him?      Master?  ,Master carries a heavy     burden Smeagol knows, heavy heavy burden.  Fat one cannot know.  ,  He wants it.  He needs     it.  Smeagol sees it in his eye.  , Very soon he will ask you for it.  You     will see.   The fat one will take it from you!       ",The Return of the King ,337.0,61.0,POSITIVE,0.9896199107170105
507,WITCH KING,Send forth all legions.  Do not stop the attack until the city is     taken.   ,The Return of the King ,79.0,14.0,POSITIVE,0.9138144254684448
508,SMEAGOL,"But the fat Hobbit, he knows.      Eyes always watching.           ",The Two Towers ,67.0,9.0,POSITIVE,0.9875774383544922
509,GOLLUM,      Then we stabs them out. Put out his eyeses and make him crawl.           ,The Two Towers ,79.0,13.0,NEGATIVE,0.9973006844520569
510,SMEAGOL,Yes. Yes. Yes.           ,The Two Towers ,25.0,3.0,POSITIVE,0.9997264742851257
511,GOLLUM,Kill them both.           ,The Two Towers ,26.0,3.0,NEGATIVE,0.9988331198692322
512,SMEAGOL,"Yes. , No! No! ,It's too risky. It's too risky.           ",The Two Towers ,58.0,10.0,NEGATIVE,0.9994557499885559
513,SAM,"Where is he? Where has he gone? Hey, Gollum! Where are you?           ",The Two Towers ,70.0,12.0,NEGATIVE,0.893139660358429
514,FRODO,Smeagol?           ,The Two Towers ,19.0,1.0,NEGATIVE,0.985566258430481
515,GOLLUM,"We could let , do it.           ",The Two Towers ,32.0,6.0,NEGATIVE,0.9937627911567688
516,SMEAGOL,Yes. She could do it.           ,The Two Towers ,32.0,5.0,POSITIVE,0.9990049004554749
517,GOLLUM,"Yes, precious, she could. And then we takes it once they're dead.           ",The Two Towers ,76.0,12.0,POSITIVE,0.8787754774093628
518,SMEAGOL,"Once they're dead. ,Ssssssssssssssh!           ",The Two Towers ,47.0,4.0,NEGATIVE,0.9878392219543457
519,SMEAGOL,"Come on, Hobbits. Long ways to go yet. , Smeagol will show you the way.           ",The Two Towers ,82.0,15.0,POSITIVE,0.999016523361206
520,EOMER,Stay out of the forest! Keep away from the trees!           ,The Two Towers ,60.0,10.0,NEGATIVE,0.9816300868988037
521,LEGOLAS,Final count.....42.           ,The Two Towers ,30.0,2.0,POSITIVE,0.7488735318183899
522,GIMLI,"Forty-two? That's not bad for a pointy-eared Elvish princeling. I myself am sitting pretty on 43.,     ",The Two Towers ,103.0,16.0,POSITIVE,0.9531064033508301
523,LEGOLAS, Forty-three.           ,The Two Towers ,24.0,1.0,POSITIVE,0.9955323934555054
524,GIMLI,He was already dead.           ,The Two Towers ,31.0,4.0,NEGATIVE,0.9993487000465393
525,WITCH KING,Slay them all! ,The Return of the King ,15.0,3.0,NEGATIVE,0.8713093996047974
526,GOTHMOG,What of the wizard? ,The Return of the King ,20.0,4.0,NEGATIVE,0.971123993396759
527,WITCH KING, I will break him.  ,The Return of the King ,20.0,4.0,NEGATIVE,0.9706308245658875
528,SOLDIER 1,Where are Theoden's riders? ,The Return of the King ,28.0,4.0,NEGATIVE,0.9961071610450745
529,SOLDIER 2,Will Rohan's army come?  Mithrandir? ,The Return of the King ,37.0,5.0,NEGATIVE,0.9922339916229248
530,GANDALF,Courage is the best defence that you have now.   ,The Return of the King ,49.0,9.0,POSITIVE,0.9998416900634766
531,GOLLUM,Follow me.           ,The Two Towers ,21.0,2.0,POSITIVE,0.9979549646377563
532,LEGOLAS,He was twitching.           ,The Two Towers ,28.0,3.0,NEGATIVE,0.9940890073776245
533,GIMLI,"He was twitching......because he's got my axe ,embedded in his nervous system!           ",The Two Towers ,89.0,12.0,NEGATIVE,0.987600564956665
534,MERRY,"He doesn't look too happy, does he?           ",The Two Towers ,46.0,7.0,NEGATIVE,0.999352753162384
535,PIPPIN,"Not too happy at all, Merry.           ",The Two Towers ,39.0,6.0,NEGATIVE,0.9997761845588684
536,MERRY,"Still, I suppose the view would be quite nice from up there.           ",The Two Towers ,71.0,12.0,POSITIVE,0.9761947989463806
537,PIPPIN,"Oh, yes. It's a quality establishment. I hear the staff are very good.           ",The Two Towers ,81.0,13.0,POSITIVE,0.9998714923858643
538,PIPPIN,What are you doing?           ,The Two Towers ,30.0,4.0,NEGATIVE,0.9854323267936707
539,MERRY,"Nothing. The world's back to normal, that's all.           ",The Two Towers ,59.0,8.0,NEGATIVE,0.9983921647071838
540,PIPPIN,"No, it isn't. I'm starving.           ",The Two Towers ,38.0,5.0,NEGATIVE,0.9975294470787048
541,MERRY,"Good luck trying to find something decent around here. ,Probably only dead rats and      mouldy bread.,     ",The Two Towers ,108.0,16.0,NEGATIVE,0.9955873489379883
542,MERRY,Saruman's storeroom!           ,The Two Towers ,31.0,2.0,POSITIVE,0.939163327217102
543,PIPPIN,I don't believe it.           ,The Two Towers ,30.0,4.0,NEGATIVE,0.9993465542793274
544,MERRY,It can't be.           ,The Two Towers ,23.0,3.0,NEGATIVE,0.9953950047492981
545,PIPPIN,lt is!           ,The Two Towers ,17.0,2.0,POSITIVE,0.9969064593315125
546,MERRY,"Longbottom Leaf. ,The finest pipe-weed in South Farthing.           ",The Two Towers ,68.0,8.0,POSITIVE,0.9993815422058105
547,PIPPIN,"It's perfect. One barrel each.,Wait.      Do you think we should share it with Treebeard?           ",The Two Towers ,100.0,14.0,POSITIVE,0.9943904280662537
548,MERRY,"Share it? ,No. No. ,Dead plant and all that. Don't think he'd understand. ,Could be a distant relative.           ",The Two Towers ,114.0,18.0,NEGATIVE,0.9990837574005127
549,PIPPIN,I get it. Don't be hasty.          ,The Two Towers ,35.0,6.0,POSITIVE,0.9994483590126038
550,MERRY," Exactly.      , Bar-hrum.     ",The Two Towers ,31.0,3.0,NEGATIVE,0.9949772953987122
551,FARAMIR,This is the old sewer. Runs right under the river through to the edge of the city.      You'll find cover in the woods there.     ,The Two Towers ,130.0,24.0,NEGATIVE,0.9907744526863098
552,SAM,"Captain Faramir......you have shown your quality, sir.           ",The Two Towers ,65.0,7.0,POSITIVE,0.9993606209754944
553,SAM,The very highest.           ,The Two Towers ,28.0,3.0,POSITIVE,0.9997305274009705
554,FARAMIR,The Shire must truly be a great realm      Master Gamgee......where gardeners are held in high honor.           ,The Two Towers ,112.0,16.0,POSITIVE,0.997974693775177
555,FARAMIR,What road will you take once you reach the woods?           ,The Two Towers ,60.0,10.0,NEGATIVE,0.9931663870811462
556,FRODO,"Gollum says there's a path......near Minas Morgul that climbs up into the mountains.,     ",The Two Towers ,90.0,13.0,POSITIVE,0.9925829172134399
557,FARAMIR,"Cirith Ungol?,     ",The Two Towers ,19.0,2.0,NEGATIVE,0.938552737236023
558,FARAMIR,ls that its name?           ,The Two Towers ,28.0,4.0,NEGATIVE,0.9939020872116089
559,GOLLUM,"No. ,No! , Yes.           ",The Two Towers ,26.0,4.0,NEGATIVE,0.9715849161148071
560,FARAMIR,Frodo......they say a dark terror dwells in the passes above Minas      Morgul. You cannot go that way.           ,The Two Towers ,114.0,17.0,NEGATIVE,0.9436585307121277
561,GOLLUM,"lt is the only way. Master says we must go to Mordor, so we must try.           ",The Two Towers ,80.0,16.0,NEGATIVE,0.9945093989372253
562,FRODO,I must.           ,The Two Towers ,18.0,2.0,POSITIVE,0.991740345954895
563,FARAMIR," Go, Frodo. Go with the goodwill of all Men.,     ",The Two Towers ,50.0,9.0,POSITIVE,0.9997777342796326
564,FRODO,Thank you.           ,The Two Towers ,21.0,2.0,POSITIVE,0.9998457431793213
565,FARAMIR,May death find you quickly if you bring them to harm.           ,The Two Towers ,64.0,11.0,NEGATIVE,0.998458743095398
566,SAM,"Come on, keep up.           ",The Two Towers ,28.0,4.0,POSITIVE,0.9993079900741577
567,SAM,"Mr. Frodo didn't mean for them Rangers to hurt you. You know that, don't you?      He was trying to save you, see?           ",The Two Towers ,125.0,22.0,NEGATIVE,0.9481623768806458
568,GOLLUM,Save me?           ,The Two Towers ,19.0,2.0,NEGATIVE,0.9633861780166626
569,SAM,So there's no hard feelings. Forgive and forget.           ,The Two Towers ,59.0,8.0,POSITIVE,0.9995030164718628
570,GOLLUM,"No, no, no hard feelings. Gollum, Gollum. ,Yes, master. Nice Hobbits.           ",The Two Towers ,80.0,11.0,POSITIVE,0.9987635612487793
571,SAM,"Very decent of you. Very decent, indeed      Gollum.    ",The Two Towers ,56.0,8.0,POSITIVE,0.9998138546943665
572,MADRIL,Faramir! Orcs have taken the eastern shore. Their numbers are too great.      By nightfall we will be overrun.           ,The Two Towers ,121.0,18.0,NEGATIVE,0.9981585144996643
573,SAM,Mr. Frodo?           ,The Two Towers ,21.0,2.0,NEGATIVE,0.980344295501709
574,FRODO,"It's calling to him, Sam. His Eye is almost on me.            ",The Two Towers ,62.0,11.0,POSITIVE,0.9941146969795227
575,SAM,"Hold on, Mr. Frodo. You'll be all right.           ",The Two Towers ,51.0,8.0,POSITIVE,0.9997919201850891
576,FARAMIR,"Take them to my father. ,Tell him Faramir sends a mighty gift.      ,A weapon that will change our fortunes      in this war. ,     ",The Two Towers ,132.0,23.0,POSITIVE,0.9994719624519348
577,SAM,"Do you want to know      what happened to Boromir? ,You want to know why your brother died?  He tried to take the Ring from Frodo after swearing an oath to protect him! ,He tried to kill him! The Ring drove your brother mad!           ",The Two Towers ,235.0,43.0,NEGATIVE,0.998869001865387
578,SOLDIER,Watch out!           ,The Two Towers ,21.0,2.0,POSITIVE,0.9998095631599426
579,SAM,Mr. Frodo?           ,The Two Towers ,21.0,2.0,NEGATIVE,0.980344295501709
580,FRODO,They're here.           ,The Two Towers ,24.0,2.0,POSITIVE,0.9995927214622498
581,FRODO,They've come.           ,The Two Towers ,24.0,2.0,POSITIVE,0.9979788661003113
582,FARAMIR,Nazgul!             ,The Two Towers ,20.0,1.0,POSITIVE,0.9970715045928955
583,FARAMIR,"Stay here. Keep out of sight. ,Take cover!           ",The Two Towers ,53.0,8.0,POSITIVE,0.663159191608429
584,THEODEN,"The fortress is taken. It is over.,     ",The Two Towers ,40.0,7.0,NEGATIVE,0.9993330836296082
585,ARAGORN,You said this fortress would never fall while your men defend it.      They still defend it. They have died defending it.           ,The Two Towers ,132.0,21.0,POSITIVE,0.975750744342804
586,WOMAN,They are breaking in!           ,The Two Towers ,32.0,4.0,POSITIVE,0.9992325305938721
587,WOMAN,They're past the door!           ,The Two Towers ,33.0,4.0,NEGATIVE,0.7481767535209656
588,ARAGORN,Is there no other way for the women      and children to get out of the caves?     ,The Two Towers ,83.0,16.0,NEGATIVE,0.9936443567276001
589,ARAGORN,Is there no other way?           ,The Two Towers ,33.0,5.0,NEGATIVE,0.9943734407424927
590,GAMLING,There is one passage. It leads into the mountains. But they will not get far.      The Uruk-hai are too many.           ,The Two Towers ,120.0,20.0,NEGATIVE,0.9984716773033142
591,ARAGORN, Tell the women and children      to make for the mountain pass. And barricade the entrance!           ,The Two Towers ,103.0,15.0,NEGATIVE,0.9863134622573853
592,THEODEN,"Aragorn! Fall back to the Keep! Get your men out of there!,     ",The Two Towers ,64.0,12.0,NEGATIVE,0.9935146570205688
593,ARAGORN,"Nan Barad! Nan Barad! , Haldir, nan Barad! (",The Two Towers ,44.0,9.0,NEGATIVE,0.8933863043785095
594,GIMLI,What are you doing? What are you stopping for?       ,The Two Towers ,53.0,9.0,NEGATIVE,0.991171658039093
595,HALDIR,Nan Barad! (To the Keep!)       ,The Two Towers ,32.0,5.0,POSITIVE,0.7541881203651428
596,ARAGORN,Haldir!       ,The Two Towers ,14.0,1.0,POSITIVE,0.9984403252601624
597,THEODEN,"So much death. ,  What can Men do against such reckless hate?           ",The Two Towers ,72.0,12.0,NEGATIVE,0.9982510209083557
598,ARAGORN,"Ride out with me. ,Ride out and meet them.,     ",The Two Towers ,48.0,9.0,POSITIVE,0.9997047781944275
599,THEODEN,For death and glory.           ,The Two Towers ,31.0,4.0,POSITIVE,0.9898567199707031
600,ARAGORN,For Rohan. For your people.           ,The Two Towers ,38.0,5.0,POSITIVE,0.9977537989616394
601,GIMLI,The sun is rising.           ,The Two Towers ,29.0,4.0,POSITIVE,0.9996680021286011
602,GANDALF VOICEOVER,Look to my coming at first light on the fifth day. At dawn......Iook to the east.           ,The Two Towers ,92.0,16.0,NEGATIVE,0.9051793217658997
603,THEODEN,Yes.........Yes.........The horn of Helm Hammerhand......shall sound in the Deep......one last time.           ,The Two Towers ,111.0,11.0,NEGATIVE,0.8367102742195129
604,GIMLI,"Yes!,     ",The Two Towers ,10.0,1.0,POSITIVE,0.9997209906578064
605,THEODEN,"Let this be the hour      when we draw swords together. ,     ",The Two Towers ,62.0,11.0,NEGATIVE,0.5154305100440979
606,THEODEN,"Fell deeds, awake. Now for wrath......now for ruin and a red dawn.,     ",The Two Towers ,72.0,12.0,NEGATIVE,0.9645529389381409
607,THEODEN,"Forth Eorlingas!,     ",The Two Towers ,22.0,2.0,POSITIVE,0.9814882278442383
608,ARAGORN,Gandalf.           ,The Two Towers ,19.0,1.0,POSITIVE,0.9385116696357727
609,GANDALF," Theoden King stands alone.,            ",The Two Towers ,40.0,4.0,NEGATIVE,0.9164897799491882
610,SOLDIER,Brace the gate!       ,The Two Towers ,22.0,3.0,NEGATIVE,0.7342703342437744
611,SOLDIER,Hold them!       ,The Two Towers ,17.0,2.0,POSITIVE,0.999670147895813
612,THEODEN,To the gate. Draw your swords!       ,The Two Towers ,37.0,6.0,POSITIVE,0.9982129335403442
613,GAMLING,"Make way! ( ,We cannot hold much longer!       ",The Two Towers ,47.0,8.0,NEGATIVE,0.9767374396324158
614,THEODEN,Hold them!       ,The Two Towers ,17.0,2.0,POSITIVE,0.999670147895813
615,ARAGORN,How long do you need?       ,The Two Towers ,28.0,5.0,NEGATIVE,0.993472695350647
616,THEODEN,As long as you can give me.       ,The Two Towers ,34.0,7.0,POSITIVE,0.9950543642044067
617,ARAGORN,Gimli!       ,The Two Towers ,13.0,1.0,NEGATIVE,0.756072461605072
618,THEODEN,Timbers! Brace the gate!       ,The Two Towers ,31.0,4.0,NEGATIVE,0.857602059841156
619,GIMLI,Come on. We can take them.        ,The Two Towers ,34.0,6.0,POSITIVE,0.9994096755981445
620,ARAGORN,It's a long way.       ,The Two Towers ,23.0,4.0,NEGATIVE,0.9296863079071045
621,GIMLI,Toss me.       ,The Two Towers ,15.0,2.0,NEGATIVE,0.9991651773452759
622,EOMER,"Not alone. , Rohirrim!           ",The Two Towers ,33.0,4.0,NEGATIVE,0.6597464084625244
623,THEODEN,"Eomer.,     ",The Two Towers ,12.0,1.0,NEGATIVE,0.7053440809249878
624,EOMER,To the king!           ,The Two Towers ,23.0,3.0,POSITIVE,0.9995766282081604
625,PIPPIN,Yes!           ,The Two Towers ,15.0,1.0,POSITIVE,0.9998160004615784
626,TREEBEARD,A hit. A fine hit.           ,The Two Towers ,29.0,5.0,POSITIVE,0.9998631477355957
627,TREEBEARD,Break the dam!  Release the river!           ,The Two Towers ,45.0,6.0,NEGATIVE,0.6845346093177795
628,MERRY,Pippin! Hold on!           ,The Two Towers ,27.0,3.0,POSITIVE,0.9995600581169128
629,TREEBEARD,"Hold on, little Hobbits.           ",The Two Towers ,35.0,4.0,POSITIVE,0.9881712198257446
630,SAM,What are you doing?            ,The Two Towers ,31.0,4.0,NEGATIVE,0.9854323267936707
631,SAM,Where are you going?           ,The Two Towers ,31.0,4.0,NEGATIVE,0.9721148014068604
632,SAM,It's me. It's your Sam. Don't you know your Sam?           ,The Two Towers ,59.0,10.0,NEGATIVE,0.8346362113952637
633,ARAGORN,What?       ,The Two Towers ,12.0,1.0,NEGATIVE,0.9936370849609375
634,GIMLI,I cannot jump the distance! You'll have to toss me!       ,The Two Towers ,58.0,10.0,NEGATIVE,0.9975630044937134
635,GIMLI, Don't tell the Elf.       ,The Two Towers ,27.0,4.0,NEGATIVE,0.9871095418930054
636,ARAGORN,Not a word. ,The Two Towers ,12.0,3.0,NEGATIVE,0.9992129802703857
637,THEODEN,Shore up the door!       ,The Two Towers ,25.0,4.0,POSITIVE,0.9949666857719421
638,SOLDIER,Make way!       ,The Two Towers ,16.0,2.0,POSITIVE,0.9997586607933044
639,SOLDIER,Follow me to the barricade.       ,The Two Towers ,34.0,5.0,POSITIVE,0.5634034276008606
640,SOLDIER,Watch our backs!       ,The Two Towers ,23.0,3.0,POSITIVE,0.9985987544059753
641,SOLDIER,Throw another one over here!    ,The Two Towers ,32.0,5.0,NEGATIVE,0.9951297044754028
642,THEODEN,Higher!       ,The Two Towers ,14.0,1.0,POSITIVE,0.9996931552886963
643,SOLDIER,Hold fast the gate!       ,The Two Towers ,26.0,4.0,POSITIVE,0.9984048008918762
644,THEODEN, Gimli! Aragorn! Get out of there!         ,The Two Towers ,43.0,6.0,NEGATIVE,0.9439760446548462
645,LEGOLAS,Aragorn!       ,The Two Towers ,15.0,1.0,POSITIVE,0.9948139190673828
646,THEODEN,Pull everybody back. Pull them back.       ,The Two Towers ,43.0,6.0,NEGATIVE,0.9833179712295532
647,GAMLING,Fall back! Fall back!       ,The Two Towers ,28.0,4.0,NEGATIVE,0.9992532134056091
648,FRODO,"I can't do this, Sam.           ",The Two Towers ,32.0,5.0,NEGATIVE,0.9982622265815735
649,SAM,"I know. It's all wrong.      ,By rights, we shouldn't even be here.      But we are. It's like in the great stories, Mr. Frodo. The ones that really mattered.      ,Full of darkness and danger they were.      And sometimes you didn't want to know the end.....because how could the end be happy?       How could the world go back      to the way it was...... when so much bad had happened?           ",The Two Towers ,399.0,67.0,POSITIVE,0.9837247133255005
650,THEODEN,Victory! We have victory!           ,The Two Towers ,36.0,4.0,POSITIVE,0.9998364448547363
651,SAM VOICEOVER,"But in the end, it's only a passing thing...... this shadow. Even darkness must pass.      A new day will come. And when the sun shines, it will shine out the clearer.      Those were the stories      that stayed with you......that meant something. Even if you were too small      to understand why. But I think, Mr. Frodo, I do understand. I know now.           ",The Two Towers ,363.0,61.0,POSITIVE,0.9916179776191711
652,SAM,"Folk in those stories......had lots of chances of turning back, only they didn't.      They kept going......because they were holding on to something.    ",The Two Towers ,154.0,22.0,NEGATIVE,0.8300536274909973
653,FRODO,"What are we holding on to, Sam?           ",The Two Towers ,42.0,7.0,NEGATIVE,0.6866647005081177
654,SAM,"That there's some good in this world, Mr. Frodo. And it's worth fighting for.           ",The Two Towers ,88.0,14.0,POSITIVE,0.9998260140419006
655,FARAMIR,"I think at last we understand one another, Frodo Baggins. ,     ",The Two Towers ,64.0,11.0,POSITIVE,0.9867265224456787
656,MADRIL,"You know the laws of our country, the laws of your father. If you let them go      your life will be forfeit.           ",The Two Towers ,120.0,22.0,NEGATIVE,0.998792290687561
657,FARAMIR,"Then it is forfeit. Release them.,     ",The Two Towers ,39.0,6.0,NEGATIVE,0.999263346195221
658,THEODEN,They have broken through! The castle is breached. Retreat!       ,The Two Towers ,65.0,9.0,NEGATIVE,0.9968744516372681
659,GAMLING,Fall back!       ,The Two Towers ,17.0,2.0,NEGATIVE,0.9993502497673035
660,THEODEN,Retreat!        ,The Two Towers ,16.0,1.0,NEGATIVE,0.9993481040000916
661,ARAGORN,Hurry! Inside. Get them inside!       ,The Two Towers ,38.0,5.0,NEGATIVE,0.9878130555152893
662,GAMLING,Into the Keep!       ,The Two Towers ,21.0,3.0,POSITIVE,0.9961484670639038
663,TREEBEARD,I will leave you at the western borders of the forest. You can make your way north      to your homeland from there.       ,The Two Towers ,123.0,22.0,POSITIVE,0.9992468357086182
664,PIPPIN,Wait! Stop! Stop! Turn around. Turn around. Take us south.       ,The Two Towers ,65.0,10.0,NEGATIVE,0.9980295300483704
665,TREEBEARD,South? But that will lead you past lsengard.       ,The Two Towers ,51.0,8.0,POSITIVE,0.9961460828781128
666,PIPPIN,"Yes. Exactly.,If we go south, we can slip      past Saruman unnoticed. The closer we are to danger, the farther we are from harm.      It's the last thing he'll expect.       ",The Two Towers ,175.0,29.0,NEGATIVE,0.9969417452812195
667,TREEBEARD,"That doesn't make sense to me.      But then......you are very small. ,Perhaps you're right. South it is, then.      Hold on, little Shirelings. ,I always like going south. Somehow it feels like going downhill.,     ",The Two Towers ,216.0,33.0,NEGATIVE,0.9965722560882568
668,MERRY, Are you mad? We'll be caught.       ,The Two Towers ,37.0,6.0,NEGATIVE,0.9626140594482422
669,PIPPIN,"No, we won't. Not this time.       ",The Two Towers ,35.0,6.0,NEGATIVE,0.976280927658081
670,SOLDIER,Look! Osgiliath burns!       ,The Two Towers ,29.0,3.0,NEGATIVE,0.590363621711731
671,SOLDIER,Mordor has come.       ,The Two Towers ,23.0,3.0,POSITIVE,0.9956470131874084
672,FRODO,"The Ring will not save Gondor.      , It has only the power to destroy.      Please......Iet me go.        ",The Two Towers ,107.0,17.0,NEGATIVE,0.9989168643951416
673,FARAMIR,Hurry.       ,The Two Towers ,13.0,1.0,NEGATIVE,0.9997259974479675
674,FRODO,Faramir! You must let me go!       ,The Two Towers ,35.0,6.0,NEGATIVE,0.9718264937400818
675,TREEBEARD,"And those little family of field mice......that climb up sometimes, and they tickle me awfully.        ",The Two Towers ,103.0,15.0,POSITIVE,0.9951400756835938
676,TREEBEARD,They're always trying to get somewhere where they....       ,The Two Towers ,60.0,8.0,NEGATIVE,0.9976298809051514
677,TREEBEARD,Many of these trees were my friends. Creatures I had known from nut and acorn.       ,The Two Towers ,85.0,15.0,POSITIVE,0.9949731826782227
678,PIPPIN,"I'm sorry, Treebeard.       ",The Two Towers ,28.0,3.0,NEGATIVE,0.9994964599609375
679,TREEBEARD,They had voices of their own.       ,The Two Towers ,36.0,6.0,POSITIVE,0.9951387643814087
680,TREEBEARD,Saruman. A wizard should know better!      ,The Two Towers ,43.0,6.0,NEGATIVE,0.997831404209137
681,TREEBEARD,There is no curse in Elvish......Entish or the tongues of Men......for this treachery.       ,The Two Towers ,93.0,13.0,NEGATIVE,0.6216170787811279
682,GIMLI,"You could have picked a better spot.,     ",The Two Towers ,42.0,7.0,NEGATIVE,0.9994065761566162
683,GIMLI,"Well, lad, whatever luck you live by, let's hope it lasts the night.       ",The Two Towers ,75.0,13.0,POSITIVE,0.9966220855712891
684,LEGOLAS,"Your friends are with you, Aragorn.       ",The Two Towers ,42.0,6.0,POSITIVE,0.9997014403343201
685,GIMLI,Let's hope they last the night.       ,The Two Towers ,38.0,6.0,NEGATIVE,0.8952493071556091
686,ARAGORN," A      Eruch'n, '-dano i faelas a hyn an uben tanatha le faelas! ,     ",The Two Towers ,72.0,13.0,NEGATIVE,0.9651919603347778
687,GIMLI,What's happening out there?       ,The Two Towers ,34.0,4.0,NEGATIVE,0.9508628249168396
688,LEGOLAS,Shall I describe it to you? Or would you like me to find you a box?        ,The Two Towers ,75.0,16.0,NEGATIVE,0.7802726030349731
689,PIPPIN,Look! The trees! They're moving!       ,The Two Towers ,39.0,5.0,POSITIVE,0.9997801184654236
690,MERRY,Where are they going?       ,The Two Towers ,28.0,4.0,NEGATIVE,0.9937019348144531
691,TREEBEARD,They have business with the Orcs. My business is with lsengard tonight......with rock and stone.       ,The Two Towers ,103.0,15.0,POSITIVE,0.9867656230926514
692,MERRY,Yes!       ,The Two Towers ,11.0,1.0,POSITIVE,0.9998160004615784
693,TREEBEARD,"Come, my friends. The Ents are going to war. It is likely......that we go to our doom.      Last march......of the Ents.       ",The Two Towers ,127.0,21.0,NEGATIVE,0.996060311794281
